"Press 1, x","Press 1, y","Release 1, x","Release 1, y","Press 2, x","Press 2, y","Release 2, x","Release 2, y","Press 3, x","Press 3, y","Release 3, x","Release 3, y","Press 4, x","Press 4, y","Release 4, x","Release 4, y"
"-2.467153448407899","0.052653741235056124","4.0713621765921015","613.5082294355651","-2.41163812568555","0.052653741235056124","4.07726812431445","611.6653484923382","-2.4193888375583628","0.052653741235056124","4.079439287441637","622.3869665513265","-2.420902976831294","0.052653741235056124","4.077925148168706","615.0088610607643"
"-2.467153448407899","0.052653741235056124","4.081284051592101","626.0924735907436","-2.4215600006855498","0.052653741235056124","4.08718999931445","624.4207173065306","-2.4293107125583635","0.052653741235056124","4.089361162441637","637.4920085681332","-2.430824851831294","0.052653741235056124","4.087847023168706","626.1319638966698"
"-2.467153448407899","0.052653741235056124","4.091205926592101","641.6516541257026","-2.4314818756855496","0.052653741235056124","4.022452968884627","634.9843741418136","-2.4392325875583634","0.052653741235056124","4.099283037441637","641.520019772615","-2.4407467268312946","0.052653741235056124","4.097768898168706","639.9930612767984"
"-2.457231573407899","0.052653741235056124","4.101127801592101","650.6027901356622","-2.4414037506855495","0.052653741235056124","3.957715938454803","562.2576533275627","-2.449154462558363","0.052653741235056124","4.033340858344964","642.691565515095","-2.4506686018312944","0.052653741235056124","4.03082936259756","641.2172607605135"
"-2.4473096984078984","0.052653741235056124","4.035014029865078","649.8261474524452","-2.4513256256855493","0.052653741235056124","3.947794063454803","441.99370915172267","-2.459076337558363","0.052653741235056124","3.9673986792482903","617.1997752454931","-2.4506686018312944","0.052653741235056124","3.9638898270264145","590.8171838488072"
"-2.4373878234078985","0.052653741235056124","3.9689002581380555","580.1030947404789","-2.4513256256855493","0.05329900767176024","3.937872188454803","393.77348390366694","-2.459076337558363","0.05297876432909968","3.95747680424829","519.121502210529","-2.4506686018312944","0.052653741235056124","3.9539679520264146","489.47691425729465"
"-2.417544073407899","0.052653741235056124","3.9589783831380556","506.6399296123555","-2.4513256256855493","0.052653741235056124","3.927950313454803","366.58562975871166","-2.459076337558363","0.05289750855558879","3.94755492924829","443.454100915533","-2.4407467268312946","0.052653741235056124","3.9440460770264143","432.71271476489056"
"-2.407622198407899","0.052653741235056124","3.9490565081380553","446.2656962738969","-2.4414037506855495","0.052653741235056124","3.918028438454803","344.6456319986637","-2.449154462558363","0.05320221770625463","3.9376330542482902","401.4303042728035","-2.430824851831294","0.052653741235056124","3.9341242020264144","391.26898027133797"
"-2.397700323407899","0.05359398661425355","3.9391346331380555","409.55117436128154","-2.4314818756855496","0.052653741235056124","3.908106563454803","324.5936796653487","-2.4392325875583634","0.052653741235056124","3.92771117924829","373.4576601613146","-2.420902976831294","0.052653741235056124","3.9242023270264146","368.8922298342626"
"-2.3877784484078983","0.052653741235056124","3.9292127581380556","383.0866918376529","-2.4215600006855498","0.052653741235056124","3.898184688454803","310.21723737986366","-2.4293107125583635","0.052653741235056124","3.91778930424829","353.5512920536754","-2.410981101831294","0.052653741235056124","3.9142804520264143","347.3958090118206"
"-2.3778565734078985","0.052653741235056124","3.9192908831380553","353.94709916723144","-2.41163812568555","0.052653741235056124","3.888262813454803","295.6269682629173","-2.4193888375583628","0.052653741235056124","3.9078674292482902","333.7882334181858","-2.4010592268312942","0.052653741235056124","3.9043585770264144","327.71464150327364"
"-2.3679346984078986","0.052653741235056124","3.9093690081380554","334.4433624337269","-2.40171625068555","0.052653741235056124","3.8783409384548033","281.14588731522775","-2.409466962558363","0.052653741235056124","3.89794555424829","317.8467607066859","-2.3911373518312944","0.052653741235056124","3.8944367020264146","309.9033213932502"
"-2.348090948407899","0.052653741235056124","3.8994471331380556","316.6252180631249","-2.3917943756855493","0.052653741235056124","3.868419063454803","263.88050805148856","-2.399545087558363","0.052653741235056124","3.88802367924829","304.0208087745375","-2.3812154768312945","0.052653741235056124","3.8845148270264143","293.8117149490222"
"-2.338169073407899","0.052653741235056124","3.8895252581380557","302.08271877022844","-2.3818725006855495","0.052653741235056124","3.858497188454803","248.35531523528044","-2.3797013375583633","0.052653741235056124","3.87810180424829","288.0110934572521","-2.3712936018312947","0.05375069417745312","3.8745929520264144","276.3279593467693"
"-2.3282471984078983","0.052653741235056124","3.8796033831380554","286.2436099674069","-2.3719506256855496","0.052653741235056124","3.838653438454803","236.6926539065333","-2.3697794625583635","0.052653741235056124","3.8681799292482903","271.30530356095426","-2.361371726831294","0.052653741235056124","3.8646710770264145","265.7844767529049"
"-2.3183253234078984","0.052653741235056124","3.8696815081380556","275.82978832453495","-2.3620287506855497","0.052653741235056124","3.828731563454803","224.17013574488848","-2.3598575875583636","0.052653741235056124","3.85825805424829","256.85151965557895","-2.351449851831294","0.052653741235056124","3.8547492020264142","252.56588401224766"
"-2.2984815734078987","0.052653741235056124","3.8597596331380557","265.0406323498426","-2.35210687568555","0.052653741235056124","3.8188096884548033","212.97834839606153","-2.349935712558363","0.052653741235056124","3.84833617924829","245.55054413749514","-2.341527976831294","0.052653741235056124","3.8448273270264144","241.33315109994936"
"-2.278637823407899","0.052653741235056124","3.8498377581380554","251.93805203902076","-2.34218500068555","0.052653741235056124","3.808887813454803","206.91840500230643","-2.340013837558363","0.052653741235056124","3.8384143042482903","235.8805668976855","-2.3316061018312944","0.052653741235056124","3.8349054520264145","231.38337917641906"
"-2.268715948407899","0.052653741235056124","3.8399158831380555","241.7630795163982","-2.3322631256855493","0.052653741235056124","3.798965938454803","199.0022627311849","-2.330091962558363","0.052653741235056124","3.82849242924829","227.6982784640004","-2.3216842268312945","0.052653741235056124","3.8249835770264142","221.66563211255954"
"-2.2587940734078984","0.052653741235056124","3.8299940081380557","232.55715199593016","-2.3223412506855494","0.05375069417745312","3.7890440634548033","191.48875183419804","-2.3201700875583633","0.052653741235056124","3.81857055424829","219.83673027750731","-2.3117623518312946","0.052653741235056124","3.8150617020264144","214.09070287036567"
"-2.2389503234078987","0.052653741235056124","3.8200721331380554","222.40265225504325","-2.3124193756855496","0.05316002720847012","3.779122188454803","182.89700776579977","-2.3102482125583634","0.052653741235056124","3.8086486792482903","211.87964244291447","-2.301840476831294","0.052653741235056124","3.8051398270264145","206.44070676180772"
